id_municipio_y_cabeceraDF,nombre_estado,abreviatura,cabecera_distrital_local,seccion,tipo
9,CAMPECHE,CAMP.,HOPELCHEN,391,R
9,CAMPECHE,CAMP.,HOPELCHEN,392,R
9,CAMPECHE,CAMP.,HOPELCHEN,393,R
9,CAMPECHE,CAMP.,HOPELCHEN,394,R
9,CAMPECHE,CAMP.,HOPELCHEN,395,R
9,CAMPECHE,CAMP.,HOPELCHEN,396,R
9,CAMPECHE,CAMP.,HOPELCHEN,397,R
9,CAMPECHE,CAMP.,HOPELCHEN,398,R
9,CAMPECHE,CAMP.,HOPELCHEN,399,R
9,CAMPECHE,CAMP.,HOPELCHEN,400,M
9,CAMPECHE,CAMP.,HOPELCHEN,401,U
9,CAMPECHE,CAMP.,HOPELCHEN,402,R
9,CAMPECHE,CAMP.,HOPELCHEN,403,M
9,CAMPECHE,CAMP.,HOPELCHEN,404,M
9,CAMPECHE,CAMP.,HOPELCHEN,405,R
9,CAMPECHE,CAMP.,HOPELCHEN,406,R
9,CAMPECHE,CAMP.,HOPELCHEN,407,R
9,CAMPECHE,CAMP.,HOPELCHEN,408,R
9,CAMPECHE,CAMP.,HOPELCHEN,409,R
9,CAMPECHE,CAMP.,HOPELCHEN,410,R
9,CAMPECHE,CAMP.,HOPELCHEN,411,R
9,CAMPECHE,CAMP.,HOPELCHEN,412,R
10,CAMPECHE,CAMP.,PALIZADA,428,U
10,CAMPECHE,CAMP.,PALIZADA,429,M
10,CAMPECHE,CAMP.,PALIZADA,430,R
10,CAMPECHE,CAMP.,PALIZADA,431,R
10,CAMPECHE,CAMP.,PALIZADA,432,R
10,CAMPECHE,CAMP.,PALIZADA,433,R
10,CAMPECHE,CAMP.,PALIZADA,434,R
10,CAMPECHE,CAMP.,PALIZADA,435,R
10,CAMPECHE,CAMP.,PALIZADA,436,R
10,CAMPECHE,CAMP.,PALIZADA,437,R
10,CAMPECHE,CAMP.,PALIZADA,439,R
11,CAMPECHE,CAMP.,TENABO,440,M
11,CAMPECHE,CAMP.,TENABO,441,U
11,CAMPECHE,CAMP.,TENABO,442,U
11,CAMPECHE,CAMP.,TENABO,443,M
11,CAMPECHE,CAMP.,TENABO,444,R
11,CAMPECHE,CAMP.,TENABO,445,R
11,CAMPECHE,CAMP.,TENABO,446,R
11,CAMPECHE,CAMP.,TENABO,447,R
